club_name_x,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,height_cm,weight_kg,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,search_volume_sv
SD Eibar,Marc Cucurella,FC Barcelona,3.6,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000.0
SD Eibar,Marc Cucurella,FC Barcelona,3.6,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000.0
SD Eibar,Pablo Hervías,Real Valladolid,0.9,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
CD Leganés,Luciano,Grêmio,0.9,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
CD Leganés,Gerard Gumbau,Girona,0.45,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0
CD Leganés,Juan Muñoz,UD Almería,0.243,Primera Division,2019,22.0,Defender,0.0,0.0,0.0,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0
CD Leganés,Fede Vico,Granada CF,0.225,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0
Real Betis Balompié,Pau López,AS Roma,21.15,Primera Division,2019,26.0,Goalkeeper,2970.0,1440.0,1530.0,Spain,33.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,45.0,23.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,66.0,90.0,990.0,0.0,0.09,356.0,347.0,134.0,13.0,189.0,77.0,1.0,82.0,87.0,21500000.0,20000.0,GK,Left,1.0,3.0,1.0,Medium/Medium,Lean,Yes,46800000.0,,GK,13.0,,2018-07-04,2023.0,,,,,,,,,81.0,82.0,79.0,81.0,49.0,83.0,,24.0,19.0,15.0,38.0,17.0,18.0,23.0,21.0,41.0,16.0,45.0,52.0,40.0,74.0,57.0,21.0,68.0,42.0,52.0,18.0,39.0,16.0,20.0,62.0,25.0,62.0,19.0,20.0,11.0,81.0,82.0,79.0,83.0,81.0,28+1,28+1,28+1,31+0,32+0,32+0,32+0,31+0,35+1,35+1,35+1,34+1,36+1,36+1,36+1,34+1,30+1,32+1,32+1,32+1,30+1,29+1,28+1,28+1,28+1,29+1,5900.0
Real Betis Balompié,Pau López,AS Roma,21.15,Primera Division,2019,26.0,Goalkeeper,2970.0,1440.0,1530.0,Spain,33.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,45.0,23.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,66.0,90.0,990.0,0.0,0.09,356.0,347.0,134.0,13.0,174.0,72.0,1.0,71.0,71.0,675000.0,15000.0,"RB, RM",Right,1.0,3.0,3.0,Medium/Medium,Normal,Yes,1400000.0,,SUB,19.0,,2011-07-01,2019.0,,,68.0,60.0,67.0,69.0,71.0,68.0,,,,,,,Leadership,76.0,53.0,53.0,70.0,51.0,68.0,69.0,56.0,64.0,71.0,68.0,68.0,69.0,69.0,73.0,72.0,66.0,72.0,63.0,66.0,77.0,73.0,59.0,59.0,58.0,67.0,76.0,73.0,66.0,10.0,12.0,16.0,12.0,14.0,63+1,63+1,63+1,66+0,65+0,65+0,65+0,66+0,65+1,65+1,65+1,67+1,67+1,67+1,67+1,67+1,71+0,70+1,70+1,70+1,71+0,70+1,69+1,69+1,69+1,70+1,5900.0
Real Betis Balompié,Pau López,AS Roma,21.15,Primera Division,2019,37.0,Defender,463.0,183.0,280.0,Spain,8.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,11.0,7.0,4.0,1.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,2.14,42.0,58.0,463.0,463.0,0.19,381.0,48.0,185.0,21.0,189.0,77.0,1.0,82.0,87.0,21500000.0,20000.0,GK,Left,1.0,3.0,1.0,Medium/Medium,Lean,Yes,46800000.0,,GK,13.0,,2018-07-04,2023.0,,,,,,,,,81.0,82.0,79.0,81.0,49.0,83.0,,24.0,19.0,15.0,38.0,17.0,18.0,23.0,21.0,41.0,16.0,45.0,52.0,40.0,74.0,57.0,21.0,68.0,42.0,52.0,18.0,39.0,16.0,20.0,62.0,25.0,62.0,19.0,20.0,11.0,81.0,82.0,79.0,83.0,81.0,28+1,28+1,28+1,31+0,32+0,32+0,32+0,31+0,35+1,35+1,35+1,34+1,36+1,36+1,36+1,34+1,30+1,32+1,32+1,32+1,30+1,29+1,28+1,28+1,28+1,29+1,5900.0
Real Betis Balompié,Pau López,AS Roma,21.15,Primera Division,2019,37.0,Defender,463.0,183.0,280.0,Spain,8.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,11.0,7.0,4.0,1.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,2.14,42.0,58.0,463.0,463.0,0.19,381.0,48.0,185.0,21.0,174.0,72.0,1.0,71.0,71.0,675000.0,15000.0,"RB, RM",Right,1.0,3.0,3.0,Medium/Medium,Normal,Yes,1400000.0,,SUB,19.0,,2011-07-01,2019.0,,,68.0,60.0,67.0,69.0,71.0,68.0,,,,,,,Leadership,76.0,53.0,53.0,70.0,51.0,68.0,69.0,56.0,64.0,71.0,68.0,68.0,69.0,69.0,73.0,72.0,66.0,72.0,63.0,66.0,77.0,73.0,59.0,59.0,58.0,67.0,76.0,73.0,66.0,10.0,12.0,16.0,12.0,14.0,63+1,63+1,63+1,66+0,65+0,65+0,65+0,66+0,65+1,65+1,65+1,67+1,67+1,67+1,67+1,67+1,71+0,70+1,70+1,70+1,71+0,70+1,69+1,69+1,69+1,70+1,5900.0
Real Betis Balompié,Júnior Firpo,FC Barcelona,16.2,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,75.0,1.0,75.0,80.0,7500000.0,15000.0,"LB, LWB, CB, LM",Left,1.0,3.0,2.0,Medium/Medium,Normal,No,16300000.0,,SUB,20.0,,2015-07-01,2023.0,,,70.0,58.0,68.0,67.0,74.0,69.0,,,,,,,,77.0,57.0,74.0,72.0,55.0,62.0,65.0,43.0,70.0,77.0,72.0,69.0,63.0,71.0,62.0,62.0,64.0,74.0,72.0,61.0,55.0,74.0,65.0,55.0,38.0,65.0,70.0,77.0,78.0,7.0,7.0,7.0,14.0,14.0,66+1,66+1,66+1,67+0,66+0,66+0,66+0,67+0,66+1,66+1,66+1,69+1,69+1,69+1,69+1,69+1,74+1,72+1,72+1,72+1,74+1,74+1,72+1,72+1,72+1,74+1,1700.0
Real Betis Balompié,Giovani Lo Celso,Spurs,14.4,Primera Division,2019,25.0,Midfielder,2400.0,1304.0,1096.0,Argentina,32.0,16.0,16.0,9.0,5.0,4.0,4.0,4.0,0.0,2.0,2.0,7.0,3.0,4.0,39.0,21.0,18.0,5.0,0.0,0.49,0.15,0.34,0.35,0.33,267.0,1.46,62.0,75.0,480.0,600.0,0.19,36.0,76.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0
Real Betis Balompié,Giovani Lo Celso,Spurs,14.4,Primera Division,2019,25.0,Midfielder,2400.0,1304.0,1096.0,Argentina,32.0,16.0,16.0,9.0,5.0,4.0,4.0,4.0,0.0,2.0,2.0,7.0,3.0,4.0,39.0,21.0,18.0,5.0,0.0,0.49,0.15,0.34,0.35,0.33,267.0,1.46,62.0,75.0,480.0,600.0,0.19,36.0,76.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0
Real Betis Balompié,Sergio León,Levante,3.6,Primera Division,2019,32.0,Forward,633.0,326.0,307.0,Spain,16.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,9.0,2.0,7.0,1.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,1.28,70.0,40.0,633.0,633.0,0.14,374.0,87.0,-1.0,18.0,178.0,73.0,1.0,79.0,79.0,12500000.0,30000.0,"ST, RM",Right,2.0,4.0,4.0,High/Medium,Normal,Yes,26300000.0,,RS,7.0,,2017-07-01,2021.0,,,75.0,80.0,58.0,78.0,43.0,70.0,,,,,,,"Beat Offside Trap, Long Shot Taker (AI), Technical Dribbler (AI)",41.0,82.0,76.0,72.0,81.0,77.0,73.0,64.0,34.0,78.0,76.0,75.0,81.0,77.0,75.0,78.0,77.0,73.0,68.0,79.0,71.0,35.0,80.0,61.0,80.0,78.0,55.0,33.0,21.0,9.0,8.0,9.0,11.0,12.0,78+1,78+1,78+1,73+0,76+0,76+0,76+0,73+0,73+1,73+1,73+1,70+1,64+1,64+1,64+1,70+1,55+1,55+1,55+1,55+1,55+1,53+1,54+1,54+1,54+1,53+1,1100.0
Real Betis Balompié,Ryad Boudebouz,Saint-Étienne,3.15,Primera Division,2019,31.0,Midfielder,1260.0,690.0,570.0,Algeria,20.0,11.0,9.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,3.0,4.0,18.0,8.0,10.0,4.0,1.0,0.21,0.14,0.07,0.0,0.16,1260.0,1.29,70.0,63.0,252.0,630.0,0.36,185.0,93.0,-1.0,8.0,177.0,74.0,1.0,80.0,80.0,15000000.0,30000.0,"CAM, RM, ST",Left,2.0,4.0,4.0,High/Medium,Lean,Yes,31500000.0,,SUB,10.0,,2017-08-09,2021.0,,,74.0,77.0,81.0,80.0,41.0,62.0,,,,,,,"Flair, Technical Dribbler (AI), Takes Finesse Free Kicks",82.0,77.0,45.0,81.0,73.0,81.0,83.0,82.0,76.0,80.0,75.0,73.0,78.0,74.0,78.0,78.0,61.0,68.0,61.0,76.0,58.0,32.0,75.0,85.0,90.0,79.0,55.0,35.0,30.0,10.0,12.0,16.0,10.0,14.0,73+1,73+1,73+1,79+0,78+0,78+0,78+0,79+0,79+1,79+1,79+1,78+1,74+1,74+1,74+1,78+1,61+1,60+1,60+1,60+1,61+1,57+1,50+1,50+1,50+1,57+1,7100.0
Real Betis Balompié,Takashi Inui,SD Eibar,1.8,Primera Division,2019,32.0,Midfielder,1211.0,607.0,604.0,Japan,20.0,10.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,11.0,5.0,6.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,606.0,0.82,110.0,61.0,0.0,0.0,0.0,104.0,365.0,-1.0,7.0,169.0,63.0,1.0,80.0,80.0,14000000.0,30000.0,LM,Right,1.0,3.0,4.0,Medium/Medium,Lean,Yes,29400000.0,"#Dribbler, #Acrobat",LM,8.0,,2018-07-02,2021.0,,,82.0,71.0,74.0,87.0,47.0,57.0,,,,,,,Technical Dribbler (AI),74.0,70.0,41.0,76.0,68.0,90.0,85.0,65.0,70.0,82.0,88.0,77.0,94.0,76.0,93.0,72.0,63.0,76.0,51.0,77.0,49.0,44.0,75.0,74.0,51.0,76.0,65.0,39.0,31.0,11.0,12.0,11.0,15.0,8.0,72+1,72+1,72+1,80+0,78+0,78+0,78+0,80+0,79+1,79+1,79+1,79+1,73+1,73+1,73+1,79+1,65+1,61+1,61+1,61+1,65+1,60+1,51+1,51+1,51+1,60+1,6800.0
Real Betis Balompié,Víctor Camarasa,Crystal Palace,1.35,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0
Real Betis Balompié,Darko Brasanac,CA Osasuna,0.9,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,73.0,1.0,73.0,76.0,4900000.0,20000.0,"CM, RM",Right,1.0,3.0,3.0,Medium/High,Normal,Yes,10600000.0,,SUB,22.0,,2016-08-24,2020.0,,,57.0,66.0,69.0,66.0,68.0,73.0,,,,,,,Dives Into Tackles (AI),58.0,61.0,64.0,74.0,52.0,63.0,57.0,59.0,75.0,71.0,61.0,54.0,59.0,79.0,67.0,79.0,67.0,70.0,71.0,62.0,81.0,64.0,76.0,72.0,70.0,77.0,70.0,71.0,68.0,6.0,14.0,9.0,9.0,9.0,68+1,68+1,68+1,66+0,69+0,69+0,69+0,66+0,69+1,69+1,69+1,68+1,72+1,72+1,72+1,68+1,67+1,72+1,72+1,72+1,67+1,67+1,70+1,70+1,70+1,67+1,800.0
Villarreal CF,Pablo Fornals,West Ham,25.2,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,67.0,1.0,81.0,86.0,24000000.0,40000.0,"CAM, CM, LM",Right,1.0,3.0,4.0,High/High,Normal,Yes,52200000.0,,LCM,8.0,,2017-07-24,2022.0,,,66.0,75.0,80.0,79.0,71.0,70.0,,,,,,,Playmaker (AI),74.0,77.0,50.0,84.0,70.0,79.0,63.0,60.0,80.0,81.0,67.0,66.0,79.0,76.0,70.0,72.0,59.0,77.0,67.0,80.0,69.0,75.0,77.0,86.0,46.0,71.0,73.0,74.0,73.0,9.0,11.0,12.0,7.0,15.0,73+1,73+1,73+1,78+0,77+0,77+0,77+0,78+0,80+1,80+1,80+1,78+1,80+1,80+1,80+1,78+1,75+1,77+1,77+1,77+1,75+1,74+1,71+1,71+1,71+1,74+1,19000.0
Villarreal CF,Nicola Sansone,Bologna,7.2,Primera Division,2019,29.0,Forward,34.0,17.0,17.0,Italy,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.29,2.65,2.65,0.0,5.29,34.0,0.0,0.0,11.0,34.0,34.0,2.65,-1.0,-1.0,-1.0,13.0,175.0,68.0,1.0,76.0,78.0,9500000.0,30000.0,"ST, LM, RM",Right,2.0,3.0,4.0,Medium/Medium,Normal,No,20700000.0,,SUB,10.0,,2016-08-07,2021.0,,,81.0,76.0,72.0,78.0,44.0,64.0,,,,,,,"Selfish, Speed Dribbler (AI)",68.0,77.0,65.0,75.0,73.0,79.0,76.0,69.0,65.0,76.0,82.0,81.0,83.0,74.0,83.0,80.0,66.0,59.0,65.0,75.0,68.0,38.0,76.0,77.0,66.0,75.0,46.0,44.0,33.0,11.0,7.0,14.0,9.0,14.0,75+1,75+1,75+1,77+0,77+0,77+0,77+0,77+0,76+1,76+1,76+1,75+1,70+1,70+1,70+1,75+1,60+1,59+1,59+1,59+1,60+1,57+1,54+1,54+1,54+1,57+1,4900.0
Villarreal CF,Roberto Soriano,Bologna,7.2,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200.0
Villarreal CF,Alfred N'Diaye,Shabab,5.4,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0
Villarreal CF,Denis Cheryshev,Valencia,5.4,Primera Division,2019,30.0,Midfielder,1708.0,849.0,859.0,Russia,27.0,14.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,6.0,3.0,17.0,5.0,12.0,2.0,0.0,0.21,0.11,0.11,0.11,0.1,854.0,0.9,100.0,63.0,854.0,854.0,0.11,143.0,124.0,-1.0,11.0,179.0,74.0,1.0,77.0,77.0,9500000.0,30000.0,"LM, LW, ST",Left,2.0,4.0,3.0,High/Low,Lean,Yes,,,SUB,11.0,Villarreal CF,,2019.0,LM,9.0,78.0,78.0,73.0,78.0,53.0,66.0,,,,,,,"Injury Prone, Finesse Shot, Speed Dribbler (AI)",80.0,78.0,54.0,72.0,68.0,80.0,74.0,61.0,68.0,76.0,77.0,79.0,77.0,78.0,74.0,81.0,75.0,65.0,67.0,84.0,62.0,61.0,74.0,74.0,64.0,66.0,44.0,55.0,52.0,16.0,7.0,14.0,7.0,8.0,74+1,74+1,74+1,77+0,77+0,77+0,77+0,77+0,76+1,76+1,76+1,76+1,72+1,72+1,72+1,76+1,67+1,64+1,64+1,64+1,67+1,65+1,59+1,59+1,59+1,65+1,14000.0
Villarreal CF,Rúben Semedo,Olympiacos,4.05,Primera Division,2019,27.0,Defender,848.0,450.0,398.0,Portugal,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,61.0,77.0,212.0,0.0,0.42,414.0,423.0,150.0,27.0,189.0,84.0,1.0,75.0,81.0,8000000.0,15000.0,CB,Right,1.0,3.0,2.0,Medium/High,Normal,Yes,,,LCB,4.0,Villarreal CF,,2019.0,,,68.0,52.0,52.0,64.0,72.0,75.0,,,,,,,"Injury Prone, Flair",38.0,43.0,74.0,67.0,51.0,64.0,22.0,26.0,60.0,65.0,66.0,70.0,65.0,70.0,51.0,70.0,77.0,56.0,79.0,58.0,87.0,78.0,48.0,48.0,38.0,69.0,62.0,76.0,75.0,10.0,14.0,13.0,7.0,15.0,61+1,61+1,61+1,58+0,60+0,60+0,60+0,58+0,60+1,60+1,60+1,59+1,62+1,62+1,62+1,59+1,65+1,69+1,69+1,69+1,65+1,67+1,74+1,74+1,74+1,67+1,14000.0
Villarreal CF,Víctor Ruiz,Besiktas,2.25,Primera Division,2019,32.0,Defender,1976.0,990.0,986.0,Spain,22.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,28.0,14.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,71.0,90.0,198.0,0.0,0.46,343.0,331.0,121.0,20.0,185.0,78.0,1.0,82.0,83.0,19500000.0,40000.0,CB,Left,2.0,2.0,2.0,Medium/Medium,Normal,Yes,42400000.0,,SUB,6.0,,2015-07-01,2019.0,,,57.0,42.0,64.0,60.0,82.0,82.0,,,,,,,Avoids Using Weaker Foot,54.0,37.0,77.0,75.0,39.0,53.0,67.0,46.0,70.0,71.0,55.0,59.0,56.0,80.0,58.0,59.0,78.0,74.0,87.0,38.0,82.0,83.0,39.0,56.0,46.0,72.0,81.0,84.0,85.0,12.0,8.0,6.0,6.0,14.0,58+1,58+1,58+1,57+0,57+0,57+0,57+0,57+0,59+1,59+1,59+1,60+1,67+1,67+1,67+1,60+1,73+1,78+1,78+1,78+1,73+1,75+1,81+1,81+1,81+1,75+1,2100.0
Levante UD,Rubén García,CA Osasuna,2.93,Primera Division,2019,34.0,Midfielder,2376.0,1305.0,1071.0,Spain,33.0,17.0,16.0,9.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,7.0,5.0,2.0,22.0,12.0,10.0,13.0,0.0,0.45,0.11,0.34,0.34,0.34,264.0,0.83,108.0,72.0,183.0,792.0,0.49,35.0,116.0,-1.0,2.0,184.0,84.0,1.0,81.0,81.0,15500000.0,30000.0,CAM,Right,2.0,3.0,4.0,High/Medium,Normal,Yes,32600000.0,,CAM,22.0,,2015-08-31,2020.0,,,53.0,80.0,79.0,79.0,72.0,80.0,,,,,,,Power Header,78.0,79.0,90.0,81.0,55.0,78.0,72.0,68.0,79.0,85.0,47.0,57.0,66.0,86.0,64.0,85.0,76.0,74.0,82.0,83.0,84.0,69.0,85.0,83.0,76.0,83.0,69.0,74.0,63.0,14.0,16.0,14.0,16.0,15.0,80+1,80+1,80+1,77+0,80+0,80+0,80+0,77+0,80+1,80+1,80+1,77+1,81+0,81+0,81+0,77+1,73+1,77+1,77+1,77+1,73+1,72+1,76+1,76+1,76+1,72+1,500.0
Levante UD,Rubén García,CA Osasuna,2.93,Primera Division,2019,34.0,Midfielder,2376.0,1305.0,1071.0,Spain,33.0,17.0,16.0,9.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,7.0,5.0,2.0,22.0,12.0,10.0,13.0,0.0,0.45,0.11,0.34,0.34,0.34,264.0,0.83,108.0,72.0,183.0,792.0,0.49,35.0,116.0,-1.0,2.0,175.0,74.0,1.0,73.0,73.0,3000000.0,20000.0,"LB, CB",Left,1.0,2.0,2.0,High/Medium,Normal,Yes,6700000.0,,LB,14.0,,2017-07-01,2019.0,,,71.0,62.0,71.0,67.0,68.0,75.0,,,,,,,,76.0,58.0,61.0,72.0,54.0,62.0,75.0,73.0,68.0,70.0,70.0,71.0,75.0,68.0,80.0,72.0,77.0,87.0,70.0,64.0,74.0,72.0,62.0,65.0,64.0,64.0,62.0,73.0,74.0,13.0,6.0,11.0,15.0,9.0,65+1,65+1,65+1,67+0,66+0,66+0,66+0,67+0,67+1,67+1,67+1,69+1,69+1,69+1,69+1,69+1,73+0,71+1,71+1,71+1,73+0,72+1,70+1,70+1,70+1,72+1,500.0
Levante UD,Rubén García,CA Osasuna,2.93,Primera Division,2019,34.0,Midfielder,2376.0,1305.0,1071.0,Spain,33.0,17.0,16.0,9.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,7.0,5.0,2.0,22.0,12.0,10.0,13.0,0.0,0.45,0.11,0.34,0.34,0.34,264.0,0.83,108.0,72.0,183.0,792.0,0.49,35.0,116.0,-1.0,2.0,171.0,72.0,1.0,72.0,77.0,4200000.0,15000.0,"CAM, LM, RM",Left,1.0,2.0,3.0,Medium/High,Normal,No,9000000.0,,RES,29.0,,2012-07-10,2019.0,,,81.0,66.0,69.0,76.0,38.0,57.0,,,,,,,Long Shot Taker (AI),68.0,66.0,56.0,72.0,59.0,76.0,74.0,70.0,60.0,74.0,88.0,76.0,86.0,64.0,84.0,65.0,68.0,66.0,51.0,71.0,58.0,33.0,63.0,70.0,67.0,59.0,35.0,40.0,35.0,9.0,14.0,13.0,14.0,10.0,67+1,67+1,67+1,72+0,70+0,70+0,70+0,72+0,71+1,71+1,71+1,71+1,65+1,65+1,65+1,71+1,58+1,54+1,54+1,54+1,58+1,55+1,48+1,48+1,48+1,55+1,500.0
Levante UD,Sanjin Prcic,R. Strasbourg,0.9,Primera Division,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
Levante UD,Chema,Nottm Forest,0.45,Primera Division,2019,29.0,Defender,1252.0,586.0,666.0,Spain,19.0,9.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,22.0,11.0,11.0,7.0,0.0,0.14,0.0,0.14,0.31,0.0,626.0,1.58,57.0,66.0,179.0,0.0,0.5,113.0,371.0,161.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0
